,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Region,Region1,Region2,Final Region,p1_z,p2_z,p3_z,rating
1759,SJ Myburgh ,33,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1758,M Mwamadi ,3,0,0,0,0,0,0,0,0,0,0,0,,MWI,,MWI,0.0,0.0,0.0,0.0
1757,R Mutumbami ,22,0,0,0,0,0,0,0,0,0,0,0,,ZIM,,ZIM,0.0,0.0,0.0,0.0
1756,F Mutizwa ,3,0,0,0,0,0,0,0,0,0,0,0,,ZIM,,ZIM,0.0,0.0,0.0,0.0
1755,P Mustard ,2,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1820,WTS Porterfield ,61,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1824,AD Poynter ,19,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1809,MDKJ Perera ,42,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1799,AE Paraam ,3,0,0,0,0,0,0,0,0,0,0,0,,SGP,,SGP,0.0,0.0,0.0,0.0
1800,BA Parchment ,1,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1801,M Patel ,2,0,0,0,0,0,0,0,0,0,0,0,,PNM,,PNM,0.0,0.0,0.0,0.0
1802,M Patel ,3,0,0,0,0,0,0,0,0,0,0,0,,Chile,,,0.0,0.0,0.0,0.0
1803,MD Patel ,8,0,0,0,0,0,0,0,0,0,0,0,,USA,,USA,0.0,0.0,0.0,0.0
1804,PA Patel ,2,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1805,RN Patel ,2,0,0,0,0,0,0,0,0,0,0,0,,KENYA,,KENYA,0.0,0.0,0.0,0.0
1806,SP Patil ,18,0,0,0,0,0,0,0,0,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1807,RK Paudel ,11,0,0,0,0,0,0,0,0,0,0,0,,NEPAL,,NEPAL,0.0,0.0,0.0,0.0
1808,BBJL Perera ,8,0,0,0,0,0,0,0,0,0,0,0,,ITA,,ITA,0.0,0.0,0.0,0.0
1810,SL Perera ,2,0,0,0,0,0,0,0,0,0,0,0,,Ghana,,,0.0,0.0,0.0,0.0
1776,ML Nkala ,1,0,0,0,0,0,0,0,0,0,0,0,,ZIM,,ZIM,0.0,0.0,0.0,0.0
1822,A Poulose ,3,0,0,0,0,0,0,0,0,0,0,0,,OMAN,,OMAN,0.0,0.0,0.0,0.0
1811,WKD Perkins ,1,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1812,AN Petersen ,2,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1813,T Phaswana ,1,0,0,0,0,0,0,0,0,0,0,0,,Botsw,,,0.0,0.0,0.0,0.0
1814,GD Phillips ,11,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1815,R Pillai ,6,0,0,0,0,0,0,0,0,0,0,0,,GER,,GER,0.0,0.0,0.0,0.0
1821,VRCF Poubel ,3,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0
1816,LA Pomersbach ,1,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1817,RT Ponting ,17,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1818,NS Poonia ,8,0,0,0,0,0,0,0,0,0,0,0,,SCOT,,SCOT,0.0,0.0,0.0,0.0
1798,RR Pant ,26,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1797,MK Pandey ,32,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1796,I Pandey ,4,0,0,0,0,0,0,0,0,0,0,0,,NEPAL,,NEPAL,0.0,0.0,0.0,0.0
1795,K Pala ,2,0,0,0,0,0,0,0,0,0,0,0,,PNG,,PNG,0.0,0.0,0.0,0.0
1777,F Nkhoma ,4,0,0,0,0,0,0,0,0,0,0,0,,MWI,,MWI,0.0,0.0,0.0,0.0
1778,Noor Ali Zadran ,20,0,0,0,0,0,0,0,0,0,0,0,,AFG,,AFG,0.0,0.0,0.0,0.0
1779,Noor Momand ,2,0,0,0,0,0,0,0,0,0,0,0,,Belg,,,0.0,0.0,0.0,0.0
1780,MJ North ,1,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1823,KOA Powell ,1,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1781,Nurul Hasan ,9,0,0,0,0,0,0,0,0,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1782,AA Obanda ,30,0,0,0,0,0,0,0,0,0,0,0,,KENYA,,KENYA,0.0,0.0,0.0,0.0
1783,NJ O'Brien ,30,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1784,DO Obuya ,10,0,0,0,0,0,0,0,0,0,0,0,,KENYA,,KENYA,0.0,0.0,0.0,0.0
1819,N Pooran ,16,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1785,NV Ojha ,2,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1786,AA Onikoyi ,9,0,0,0,0,0,0,0,0,0,0,0,,NGA,,NGA,0.0,0.0,0.0,0.0
1741,Muhammad Hamayun ,4,0,0,0,0,0,0,0,0,0,0,0,,Saudi,,,0.0,0.0,0.0,0.0
1787,CN Onwuzulike ,9,0,0,0,0,0,0,0,0,0,0,0,,NGA,,NGA,0.0,0.0,0.0,0.0
1788,KO Otieno ,4,0,0,0,0,0,0,0,0,0,0,0,,KENYA,,KENYA,0.0,0.0,0.0,0.0
1789,A Otwani ,4,0,0,0,0,0,0,0,0,0,0,0,,UGA,,UGA,0.0,0.0,0.0,0.0
1790,MA Ouma ,22,0,0,0,0,0,0,0,0,0,0,0,,KENYA,,KENYA,0.0,0.0,0.0,0.0
1791,SD Outerbridge ,3,0,0,0,0,0,0,0,0,0,0,0,,BMUDA,,BMUDA,0.0,0.0,0.0,0.0
1792,Ovais Yousof ,3,0,0,0,0,0,0,0,0,0,0,0,,NGA,,NGA,0.0,0.0,0.0,0.0
1793,VS Padhaal ,5,0,0,0,0,0,0,0,0,0,0,0,,Fin,,,0.0,0.0,0.0,0.0
1794,TD Paine ,12,0,0,0,0,0,0,0,0,0,0,0,,AUS,World,AUS,0.0,0.0,0.0,0.0
1742,Muhammad Kaleem ,9,0,0,0,0,0,0,0,0,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1708,BKG Mendis ,24,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1740,Muhammad Awais ,3,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0
1739,Muhammad Amir ,1,0,0,0,0,0,0,0,0,0,0,0,,MAL,,MAL,0.0,0.0,0.0,0.0
1665,Kuldeep Singh ,4,0,0,0,0,0,0,0,0,0,0,0,,PHI,,PHI,0.0,0.0,0.0,0.0
1828,MJ Prior ,10,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1689,AK Mandal ,2,0,0,0,0,0,0,0,0,0,0,0,,NEPAL,,NEPAL,0.0,0.0,0.0,0.0
1690,Mandeep Singh ,3,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1664,HGJM Kulatunga ,2,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1663,HG Kuhn ,7,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1691,A Manousis ,3,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0
1662,JP Kotze ,12,0,0,0,0,0,0,0,0,0,0,0,,NAM,,NAM,0.0,0.0,0.0,0.0
1692,Manpreet Singh ,8,0,0,0,0,0,0,0,0,0,0,0,,ITA,,ITA,0.0,0.0,0.0,0.0
1661,MF Koc ,2,0,0,0,0,0,0,0,0,0,0,0,,TKY,,TKY,0.0,0.0,0.0,0.0
1660,EB Knowles ,7,0,0,0,0,0,0,0,0,0,0,0,,CZK-R,,CZK-R,0.0,0.0,0.0,0.0
1659,M Klinger ,3,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1658,H Klaasen ,9,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1693,Manpreet Singh ,12,0,0,0,0,0,0,0,0,0,0,0,,SGP,,SGP,0.0,0.0,0.0,0.0
1657,NR Kirton ,5,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1694,AK Markram ,2,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1695,SE Marsh ,15,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1696,HJH Marshall ,3,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1697,JAH Marshall ,3,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1666,T Langa ,1,0,0,0,0,0,0,0,0,0,0,0,,VAN,,VAN,0.0,0.0,0.0,0.0
1688,G Manan ,3,0,0,0,0,0,0,0,0,0,0,0,,ROM,,ROM,0.0,0.0,0.0,0.0
1667,TWM Latham ,13,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1683,RP Magar ,6,0,0,0,0,0,0,0,0,0,0,0,,NEPAL,,NEPAL,0.0,0.0,0.0,0.0
1674,MJ Lumb ,27,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1676,NFI McCallum ,11,0,0,0,0,0,0,0,0,0,0,0,,SCOT,,SCOT,0.0,0.0,0.0,0.0
1677,BB McCullum ,71,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1678,BR McDermott ,12,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1679,PD McGlashan ,11,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1680,ND McKenzie ,2,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1681,CD McMillan ,8,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1682,NJ Maddinson ,6,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1684,JN Malan ,2,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1687,Mamoon Latif ,3,0,0,0,0,0,0,0,0,0,0,0,,Belg,,,0.0,0.0,0.0,0.0
1673,L Louwrens ,1,0,0,0,0,0,0,0,0,0,0,0,,NAM,,NAM,0.0,0.0,0.0,0.0
1685,JS Malhotra ,6,0,0,0,0,0,0,0,0,0,0,0,,USA,,USA,0.0,0.0,0.0,0.0
1672,K Loday ,1,0,0,0,0,0,0,0,0,0,0,0,,BHU,,BHU,0.0,0.0,0.0,0.0
1671,LS Livingstone ,2,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1670,Liton Das ,25,0,0,0,0,0,0,0,0,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1669,E Lewis ,29,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1686,G Malla ,24,0,0,0,0,0,0,0,0,0,0,0,,NEPAL,,NEPAL,0.0,0.0,0.0,0.0
1668,RE Levi ,13,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1698,XM Marshall ,13,0,0,0,0,0,0,0,0,0,0,0,,USA,WI,USA,0.0,0.0,0.0,0.0
1656,BA King ,6,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1699,DR Martyn ,4,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1729,GMC Mol ,1,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1721,Mohammad Qazi ,1,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1722,Mohammed Rizlan ,15,0,0,0,0,0,0,0,0,0,0,0,,QAT,,QAT,0.0,0.0,0.0,0.0
1723,Mohammad Rizwan ,16,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1724,Mohammad Salman ,1,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1725,Mohammad Shahzad ,65,0,0,0,0,0,0,0,0,0,0,0,,AFG,,AFG,0.0,0.0,0.0,0.0
1726,Mohammad Yousuf ,3,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1727,Mohammed Nurji ,6,0,0,0,0,0,0,0,0,0,0,0,,MWI,,MWI,0.0,0.0,0.0,0.0
1728,AK Mohan ,5,0,0,0,0,0,0,0,0,0,0,0,,Fin,,,0.0,0.0,0.0,0.0
1730,D Mongia ,1,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1719,Mohammad Mithun ,14,0,0,0,0,0,0,0,0,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1731,PJ Moor ,21,0,0,0,0,0,0,0,0,0,0,0,,ZIM,,ZIM,0.0,0.0,0.0,0.0
1732,VV Morea ,5,0,0,0,0,0,0,0,0,0,0,0,,PNG,,PNG,0.0,0.0,0.0,0.0
1733,EJG Morgan ,86,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1734,RS Morton ,7,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1735,M Mosehle ,7,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1736,K Motlhanka ,7,0,0,0,0,0,0,0,0,0,0,0,,Botsw,,,0.0,0.0,0.0,0.0
1737,Muaviath Ganee ,5,0,0,0,0,0,0,0,0,0,0,0,,Mald,,,0.0,0.0,0.0,0.0
1738,Mudassar Muhammad ,7,0,0,0,0,0,0,0,0,0,0,0,,GER,,GER,0.0,0.0,0.0,0.0
1720,Mohammad Naim ,3,0,0,0,0,0,0,0,0,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1718,Mohammad Iqbal ,3,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1655,TCR Kimber ,3,0,0,0,0,0,0,0,0,0,0,0,,GUE,,GUE,0.0,0.0,0.0,0.0
1707,AS Mehmi ,3,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0
1654,C Kieswetter ,25,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1700,I Master ,2,0,0,0,0,0,0,0,0,0,0,0,,Botsw,,,0.0,0.0,0.0,0.0
1701,V Mbazo ,4,0,0,0,0,0,0,0,0,0,0,0,,Botsw,,,0.0,0.0,0.0,0.0
1702,RD McCann ,3,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1703,SS McKechnie ,10,0,0,0,0,0,0,0,0,0,0,0,,HKG,,HKG,0.0,0.0,0.0,0.0
1704,GP Meade ,8,0,0,0,0,0,0,0,0,0,0,0,,ITA,,ITA,0.0,0.0,0.0,0.0
1705,M Meade ,1,0,0,0,0,0,0,0,0,0,0,0,,Chile,,,0.0,0.0,0.0,0.0
1706,J Mees ,3,0,0,0,0,0,0,0,0,0,0,0,,LUX,,LUX,0.0,0.0,0.0,0.0
1675,CA Lynn ,18,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1717,Mohammad Amin ,4,0,0,0,0,0,0,0,0,0,0,0,,KUW,,KUW,0.0,0.0,0.0,0.0
1709,JH Mensah ,2,0,0,0,0,0,0,0,0,0,0,0,,Ghana,,,0.0,0.0,0.0,0.0
1710,Mian Mehmood ,4,0,0,0,0,0,0,0,0,0,0,0,,PORT,,PORT,0.0,0.0,0.0,0.0
1711,Michael Nazir ,1,0,0,0,0,0,0,0,0,0,0,0,,MALTA,,MALTA,0.0,0.0,0.0,0.0
1712,DA Miller ,72,0,0,0,0,0,0,0,0,0,0,0,,SA,World,SA,0.0,0.0,0.0,0.0
1713,Mirza Ahsan ,5,0,0,0,0,0,0,0,0,0,0,0,,Aut,,,0.0,0.0,0.0,0.0
1714,Misbah-ul-Haq ,39,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1715,Mohamed Azzam ,7,0,0,0,0,0,0,0,0,0,0,0,,Mald,,,0.0,0.0,0.0,0.0
1716,Mohamed Rishwan ,11,0,0,0,0,0,0,0,0,0,0,0,,Mald,,,0.0,0.0,0.0,0.0
1827,AG Prince ,1,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1938,HT Tector ,14,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1829,SMA Priyanjan ,3,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1918,L Sreekumar ,1,0,0,0,0,0,0,0,0,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1942,WU Tharanga ,26,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1943,HDRL Thirimanne ,26,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1944,DC Thomas ,3,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1945,RA Thomas ,8,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1946,GJ Thompson ,10,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1947,MK Tiwary ,3,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1948,C Tommy ,12,0,0,0,0,0,0,0,0,0,0,0,,VAN,,VAN,0.0,0.0,0.0,0.0
1949,OFJ Tonuu ,4,0,0,0,0,0,0,0,0,0,0,0,,Samoa,,,0.0,0.0,0.0,0.0
1950,ME Trescothick ,3,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1951,A Tripathi ,3,0,0,0,0,0,0,0,0,0,0,0,,Mex,,,0.0,0.0,0.0,0.0
1952,IJL Trott ,7,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1953,LJ Tucker ,14,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1954,ML Udawatte ,8,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1955,T Ulutuna ,3,0,0,0,0,0,0,0,0,0,0,0,,TKY,,TKY,0.0,0.0,0.0,0.0
1956,J Umanath ,7,0,0,0,0,0,0,0,0,0,0,0,,Mex,,,0.0,0.0,0.0,0.0
1957,Umar Akmal ,84,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1958,Umar Amin ,14,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1959,TP Ura ,23,0,0,0,0,0,0,0,0,0,0,0,,PNG,,PNG,0.0,0.0,0.0,0.0
1960,Usman Ghani ,19,0,0,0,0,0,0,0,0,0,0,0,,AFG,,AFG,0.0,0.0,0.0,0.0
1941,H Thaker ,1,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1940,SP Terry ,1,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1939,VE Tembo ,6,0,0,0,0,0,0,0,0,0,0,0,,Moz,,,0.0,0.0,0.0,0.0
1928,Sumair Khan ,1,0,0,0,0,0,0,0,0,0,0,0,,MALTA,,MALTA,0.0,0.0,0.0,0.0
1920,AJ Staal ,9,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1921,BS Stephenson ,3,0,0,0,0,0,0,0,0,0,0,0,,Blz,,,0.0,0.0,0.0,0.0
1922,MWR Stokes ,9,0,0,0,0,0,0,0,0,0,0,0,,GUE,,GUE,0.0,0.0,0.0,0.0
1923,F Stoman ,4,0,0,0,0,0,0,0,0,0,0,0,,PORT,,PORT,0.0,0.0,0.0,0.0
1924,AJ Strauss ,4,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1925,GM Strydom ,6,0,0,0,0,0,0,0,0,0,0,0,,Caym,,,0.0,0.0,0.0,0.0
1926,R Strydom ,4,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1927,Sultan Ahmed ,17,0,0,0,0,0,0,0,0,0,0,0,,OMAN,,OMAN,0.0,0.0,0.0,0.0
1929,Suraj Kumar ,13,0,0,0,0,0,0,0,0,0,0,0,,OMAN,,OMAN,0.0,0.0,0.0,0.0
1652,Khurram Nawaz ,18,0,0,0,0,0,0,0,0,0,0,0,,OMAN,,OMAN,0.0,0.0,0.0,0.0
1930,ZE Surkari ,4,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1931,K Suttisan ,2,0,0,0,0,0,0,0,0,0,0,0,,THAI,,THAI,0.0,0.0,0.0,0.0
1932,P Syafiq Ali ,2,0,0,0,0,0,0,0,0,0,0,0,,MAL,,MAL,0.0,0.0,0.0,0.0
1933,ES Szwarczynski ,14,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1934,Talha Khan ,1,0,0,0,0,0,0,0,0,0,0,0,,GER,,GER,0.0,0.0,0.0,0.0
1935,Tamim Iqbal ,75,0,0,0,0,0,0,0,0,0,0,0,World,BDESH,ICC,BDESH,0.0,0.0,0.0,0.0
1936,R Tari ,14,0,0,0,0,0,0,0,0,0,0,0,,VAN,,VAN,0.0,0.0,0.0,0.0
1937,LRPL Taylor ,95,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1961,Usman Limbada ,7,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1962,Usman Mushtaq ,3,0,0,0,0,0,0,0,0,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1963,Usman Waheed ,6,0,0,0,0,0,0,0,0,0,0,0,,KUW,,KUW,0.0,0.0,0.0,0.0
1995,Yasar Idrees ,1,0,0,0,0,0,0,0,0,0,0,0,,KUW,,KUW,0.0,0.0,0.0,0.0
1987,VS Wategaonkar ,2,0,0,0,0,0,0,0,0,0,0,0,,OMAN,,OMAN,0.0,0.0,0.0,0.0
1988,BJ Watling ,5,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1989,DF Watts ,11,0,0,0,0,0,0,0,0,0,0,0,,SCOT,,SCOT,0.0,0.0,0.0,0.0
1990,D Weston ,6,0,0,0,0,0,0,0,0,0,0,0,,GER,,GER,0.0,0.0,0.0,0.0
1991,SA Wijeyeratne ,2,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1992,OR Willis ,3,0,0,0,0,0,0,0,0,0,0,0,,Caym,,,0.0,0.0,0.0,0.0
1993,GC Wilson ,78,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1994,AS Wright ,8,0,0,0,0,0,0,0,0,0,0,0,,GUE,,GUE,0.0,0.0,0.0,0.0
1996,KJ Young ,3,0,0,0,0,0,0,0,0,0,0,0,,Blz,,,0.0,0.0,0.0,0.0
1985,T Wangchuk jnr ,2,0,0,0,0,0,0,0,0,0,0,0,,BHU,,BHU,0.0,0.0,0.0,0.0
1997,Zaheer Ibrahim ,13,0,0,0,0,0,0,0,0,0,0,0,,QAT,,QAT,0.0,0.0,0.0,0.0
1998,Zakir Hasan ,1,0,0,0,0,0,0,0,0,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1999,Zameer Khan ,2,0,0,0,0,0,0,0,0,0,0,0,,DEN,,DEN,0.0,0.0,0.0,0.0
2000,Zeeshan Siddiqui ,5,0,0,0,0,0,0,0,0,0,0,0,,OMAN,,OMAN,0.0,0.0,0.0,0.0
2001,Ziaur Rehman ,1,0,0,0,0,0,0,0,0,0,0,0,,Fin,,,0.0,0.0,0.0,0.0
2002,Zishan Shah ,6,0,0,0,0,0,0,0,0,0,0,0,,DEN,,DEN,0.0,0.0,0.0,0.0
2003,Zubaidi Zulkifle ,4,0,0,0,0,0,0,0,0,0,0,0,,MAL,,MAL,0.0,0.0,0.0,0.0
2004,B Zuiderent ,6,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1986,DA Warner ,76,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1984,CAK Walton ,19,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1964,RV Uthappa ,13,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1973,DJ Vilas ,1,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1965,HE van der Dussen ,9,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1966,VB van Jaarsveld ,3,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1967,MN van Wyk ,8,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1968,S Varathappan ,3,0,0,0,0,0,0,0,0,0,0,0,,KUW,,KUW,0.0,0.0,0.0,0.0
1969,JNT Vare ,8,0,0,0,0,0,0,0,0,0,0,0,,PNG,,PNG,0.0,0.0,0.0,0.0
1970,MP Vaughan ,2,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1971,G Venkateswaran ,3,0,0,0,0,0,0,0,0,0,0,0,,LUX,,LUX,0.0,0.0,0.0,0.0
1972,Vikramjit Singh ,1,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1974,JM Vince ,12,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1983,CD Wallace ,19,0,0,0,0,0,0,0,0,0,0,0,,SCOT,,SCOT,0.0,0.0,0.0,0.0
1975,L Vincent ,9,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
